EXPERIMENT DATA:,Movie Task
Start Time,25.850710400030948
Movie Task Start,25.850849400041625,,,,Movie Task,1,12,,,
Movie Init,31.386197400046512,,,,Movie Task,1,12,,,
Movie Start,31.397885200101882,,,,Movie Task,1,12,,c4.mp4,
ESQ,241.1143640000373,,Intrusive_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,242.71003670000937,,Intrusive_response,3.0,Movie Task,1,12,,Marker Started at 3,Movie Task-c4
ESQ,242.7116001000395,,Knowledge_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,243.75533970003016,,Knowledge_response,9.0,Movie Task,1,12,,Marker Started at 9,Movie Task-c4
ESQ,243.7575385000091,,Problem_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,244.8569981000619,,Problem_response,8.0,Movie Task,1,12,,Marker Started at 8,Movie Task-c4
ESQ,244.8592785000801,,Words_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,245.9901217999868,,Words_response,2.0,Movie Task,1,12,,Marker Started at 2,Movie Task-c4
ESQ,245.9918677000096,,Self_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,247.08901900006458,,Self_response,5.0,Movie Task,1,12,,Marker Started at 5,Movie Task-c4
ESQ,247.09177060006186,,Past_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,248.18972150003538,,Past_response,6.0,Movie Task,1,12,,Marker Started at 6,Movie Task-c4
ESQ,248.19324829999823,,Other_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,249.27298200002406,,Other_response,7.0,Movie Task,1,12,,Marker Started at 7,Movie Task-c4
ESQ,249.27550480002537,,Focus_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,250.373346800101,,Focus_response,8.0,Movie Task,1,12,,Marker Started at 8,Movie Task-c4
ESQ,250.3751180000836,,Distracting_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,251.4397644000128,,Distracting_response,5.0,Movie Task,1,12,,Marker Started at 5,Movie Task-c4
ESQ,251.44195460004266,,Deliberate_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,252.5072763999924,,Deliberate_response,10.0,Movie Task,1,12,,Marker Started at 10,Movie Task-c4
ESQ,252.50958410010207,,Future_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,253.58884370001033,,Future_response,3.0,Movie Task,1,12,,Marker Started at 3,Movie Task-c4
ESQ,253.59082640009,,Sounds_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,254.64101070002653,,Sounds_response,2.0,Movie Task,1,12,,Marker Started at 2,Movie Task-c4
ESQ,254.64303830009885,,Images_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,255.7226576000685,,Images_response,5.0,Movie Task,1,12,,Marker Started at 5,Movie Task-c4
ESQ,255.72532590001356,,Absorption_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,256.7883129999973,,Absorption_response,6.0,Movie Task,1,12,,Marker Started at 6,Movie Task-c4
ESQ,256.79025660001207,,Emotion_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,257.90495110000484,,Emotion_response,5.0,Movie Task,1,12,,Marker Started at 5,Movie Task-c4
ESQ,257.907464500051,,Detailed_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,259.0063441999955,,Detailed_response,5.0,Movie Task,1,12,,Marker Started at 5,Movie Task-c4
Movie prompt 1 c4.mp4,259.0382660999894,,,,Movie Task,1,12,,0,
ESQ,310.9024362000637,,Sounds_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,312.3891330000479,,Sounds_response,9.0,Movie Task,1,12,,Marker Started at 9,Movie Task-c4
ESQ,312.39096720004454,,Self_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,313.4559156000614,,Self_response,9.0,Movie Task,1,12,,Marker Started at 9,Movie Task-c4
ESQ,313.4574806999881,,Absorption_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,314.5051204999909,,Absorption_response,10.0,Movie Task,1,12,,Marker Started at 10,Movie Task-c4
ESQ,314.5066102000419,,Focus_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,315.704587800079,,Focus_response,8.0,Movie Task,1,12,,Marker Started at 8,Movie Task-c4
ESQ,315.70641430001706,,Past_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,317.1706900000572,,Past_response,6.0,Movie Task,1,12,,Marker Started at 6,Movie Task-c4
ESQ,317.17251780000515,,Images_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,318.98823970009107,,Images_response,9.0,Movie Task,1,12,,Marker Started at 9,Movie Task-c4
ESQ,318.98929430008866,,Detailed_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,320.42061700008344,,Detailed_response,9.0,Movie Task,1,12,,Marker Started at 9,Movie Task-c4
ESQ,320.4222530000843,,Knowledge_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,321.538254700019,,Knowledge_response,3.0,Movie Task,1,12,,Marker Started at 3,Movie Task-c4
ESQ,321.5401557000587,,Future_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,322.5697907001013,,Future_response,8.0,Movie Task,1,12,,Marker Started at 8,Movie Task-c4
ESQ,322.57129810005426,,Other_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,323.7715651000617,,Other_response,9.0,Movie Task,1,12,,Marker Started at 9,Movie Task-c4
ESQ,323.77343010006007,,Emotion_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,324.92123070009984,,Emotion_response,8.0,Movie Task,1,12,,Marker Started at 8,Movie Task-c4
ESQ,324.9227697000606,,Intrusive_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,326.15518290002365,,Intrusive_response,7.0,Movie Task,1,12,,Marker Started at 7,Movie Task-c4
ESQ,326.156458600075,,Distracting_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,327.821418800042,,Distracting_response,9.0,Movie Task,1,12,,Marker Started at 9,Movie Task-c4
ESQ,327.82376300008036,,Problem_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,329.1543875000207,,Problem_response,4.0,Movie Task,1,12,,Marker Started at 4,Movie Task-c4
ESQ,329.1558801000938,,Words_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,330.5382881000405,,Words_response,7.0,Movie Task,1,12,,Marker Started at 7,Movie Task-c4
ESQ,330.53929960005917,,Deliberate_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,331.60565780010074,,Deliberate_response,6.0,Movie Task,1,12,,Marker Started at 6,Movie Task-c4
Movie prompt 2 c4.mp4,331.636455400032,,,,Movie Task,1,12,,0,
ESQ,19104.203322199988,,Self_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,19105.805884800036,,Self_response,4.0,Movie Task,1,12,,Marker Started at 4,Movie Task-c4
ESQ,19105.80908580008,,Detailed_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,19107.007290100097,,Detailed_response,9.0,Movie Task,1,12,,Marker Started at 9,Movie Task-c4
ESQ,19107.011173200095,,Intrusive_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,19108.08790360007,,Intrusive_response,2.0,Movie Task,1,12,,Marker Started at 2,Movie Task-c4
ESQ,19108.09175620007,,Future_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,19109.238201500033,,Future_response,2.0,Movie Task,1,12,,Marker Started at 2,Movie Task-c4
ESQ,19109.244749500067,,Sounds_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,19110.371365900035,,Sounds_response,5.0,Movie Task,1,12,,Marker Started at 5,Movie Task-c4
ESQ,19110.37604510004,,Focus_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,19111.4728015,,Focus_response,8.0,Movie Task,1,12,,Marker Started at 8,Movie Task-c4
ESQ,19111.4769119001,,Knowledge_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,19112.62026330002,,Knowledge_response,10.0,Movie Task,1,12,,Marker Started at 10,Movie Task-c4
ESQ,19112.62488150003,,Words_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,19113.671804800048,,Words_response,6.0,Movie Task,1,12,,Marker Started at 6,Movie Task-c4
ESQ,19113.676216199994,,Problem_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,19114.721048200037,,Problem_response,8.0,Movie Task,1,12,,Marker Started at 8,Movie Task-c4
ESQ,19114.7223255001,,Past_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,19115.8722151001,,Past_response,6.0,Movie Task,1,12,,Marker Started at 6,Movie Task-c4
ESQ,19115.875276800012,,Images_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,19116.97282870009,,Images_response,10.0,Movie Task,1,12,,Marker Started at 10,Movie Task-c4
ESQ,19116.976565500023,,Deliberate_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,19118.038864800008,,Deliberate_response,9.0,Movie Task,1,12,,Marker Started at 9,Movie Task-c4
ESQ,19118.042590300087,,Distracting_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,19119.13844770007,,Distracting_response,8.0,Movie Task,1,12,,Marker Started at 8,Movie Task-c4
ESQ,19119.141955700004,,Absorption_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,19120.306097300025,,Absorption_response,3.0,Movie Task,1,12,,Marker Started at 3,Movie Task-c4
ESQ,19120.308148900047,,Emotion_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,19121.45580430003,,Emotion_response,2.0,Movie Task,1,12,,Marker Started at 2,Movie Task-c4
